"rt","responses","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","subject_id","view_history","key_press","rt_stim1","answer","correct","stimulus_1","stimulus_2","key_press_stim1","environment"
"384","","same-different","15","23","181660","0-0","58a0d85e-7698-4bb7-9e50-492d410d36b0","","67","3145","same","true","The star is not above the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/star.png""></img>","32","real"
"6738","{""What is your age? (numeric)"":""23"",""What is your gender? (\""Male\""/\""Female\"")"":""Female""}","survey-text","0","0","6754","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","","","","","","","",""
"6708","","instructions","0","1","14484","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","[{""page_index"":0,""viewing_time"":6708}]","","","","","","","",""
"5895","","text","0","2","21458","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","86","","","","","","",""
"3795","","same-different","0","3","37851","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","67","10872","same","true","The square is above the plus.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","86","demo"
"3298","","same-different","1","4","46171","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","78","3271","different","true","The star is below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","86","demo"
"1531","","same-different","2","5","55537","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","67","6101","same","true","The square is not below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","86","demo"
"8336","","same-different","3","6","69645","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","67","4066","different","false","The plus is not above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","86","demo"
"5348","","text","0","7","76120","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","86","","","","","","",""
"1800","","same-different","0","8","87875","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","78","8189","different","true","The plus is not below the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","86","real"
"4282","","same-different","1","9","98029","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","78","4131","different","true","The square is below the star.","<img src=""img/square.png""></img><br><br><br><img src=""img/star.png""></img>","86","real"
"1871","","same-different","2","10","113139","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","67","11386","same","true","The circle is below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","86","real"
"13269","","same-different","3","11","132469","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","67","4330","same","true","The circle is not below the square.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","86","real"
"2424","","same-different","4","12","139198","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","67","2619","same","true","The plus is not above the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","86","real"
"1883","","same-different","5","13","145086","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","78","2294","different","true","The square is below the star.","<img src=""img/square.png""></img><br><br><br><img src=""img/star.png""></img>","86","real"
"1384","","same-different","6","14","152566","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","67","4377","same","true","The plus is not above the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","86","real"
"935","","same-different","7","15","159975","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","67","4754","same","true","The circle is above the square.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","86","real"
"1218","","same-different","8","16","164763","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","67","1853","same","true","The circle is above the square.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","86","real"
"2001","","same-different","9","17","171264","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","78","2772","different","true","The square is above the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","86","real"
"1818","","same-different","10","18","178346","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","78","3513","different","true","The square is above the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","86","real"
"1676","","same-different","11","19","189290","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","78","7551","different","true","The star is not above the circle.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","86","real"
"2252","","same-different","12","20","195571","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","78","2308","same","false","The circle is below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","86","real"
"1878","","same-different","13","21","201710","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","67","2513","same","true","The circle is not below the square.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","86","real"
"1777","","same-different","14","22","222276","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","78","17051","different","true","The star is not above the circle.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","86","real"
"2488","","same-different","15","23","229828","0-0","6fc0197a-05b5-43c7-94f3-d3cc65554497","","78","3350","different","true","The plus is not below the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","86","real"
"12480","{""What is your age? (numeric)"":""53"",""What is your gender? (\""Male\""/\""Female\"")"":""Male""}","survey-text","0","0","12487","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","","","","","","","",""
"26731","","instructions","0","1","40222","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","[{""page_index"":0,""viewing_time"":26730}]","","","","","","","",""
"3781","","text","0","2","45138","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","32","","","","","","",""
"2396","","same-different","0","3","56787","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","67","7511","same","true","The square is above the plus.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","32","demo"
"2621","","same-different","1","4","63627","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","78","2465","different","true","The star is below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","32","demo"
"3237","","same-different","2","5","71539","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","78","2936","same","false","The square is not below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","demo"
"1869","","same-different","3","6","78123","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","78","2976","different","true","The plus is not above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","32","demo"
"2512","","text","0","7","81756","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","32","","","","","","",""
"1363","","same-different","0","8","86964","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","67","2063","same","true","The plus is above the circle.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"2829","","same-different","1","9","93732","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","78","2199","different","true","The circle is not below the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"2005","","same-different","2","10","99892","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","78","2393","different","true","The plus is below the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","32","real"
"2252","","same-different","3","11","106404","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","67","2519","different","false","The star is not above the plus.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"3612","","same-different","4","12","113357","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","67","1584","same","true","The square is not below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"1821","","same-different","5","13","119077","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","78","2168","different","true","The circle is not below the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"3012","","same-different","6","14","125997","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","67","2128","same","true","The circle is below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"1532","","same-different","7","15","132686","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","78","3423","different","true","The star is not above the plus.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"1677","","same-different","8","16","138254","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","78","2177","different","true","The plus is below the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","32","real"
"1645","","same-different","9","17","142894","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","78","1248","different","true","The plus is above the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"1068","","same-different","10","18","148519","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","78","2800","different","true","The plus is above the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"1630","","same-different","11","19","154279","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","67","2383","same","true","The plus is above the circle.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"1733","","same-different","12","20","161319","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","67","3544","same","true","The square is not above the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"1885","","same-different","13","21","167503","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","67","2529","same","true","The square is not below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"1541","","same-different","14","22","174608","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","67","3824","same","true","The circle is below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"2012","","same-different","15","23","180608","0-0","70a4d4b7-415b-4727-b859-cc60b6a48e50","","67","2232","same","true","The square is not above the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"75067","{""What is your age? (numeric)"":""21"",""What is your gender? (\""Male\""/\""Female\"")"":""Female""}","survey-text","0","0","75087","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","","","","","","","",""
"40887","","instructions","0","1","116982","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","[{""page_index"":0,""viewing_time"":40885}]","","","","","","","",""
"5362","","text","0","2","123423","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","67","","","","","","",""
"1315","","same-different","0","3","131371","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","67","4917","same","true","The square is above the plus.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","67","demo"
"1230","","same-different","1","4","135675","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","78","1290","different","true","The star is below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","78","demo"
"2720","","same-different","2","5","144334","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","67","4200","same","true","The square is not below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","67","demo"
"2472","","same-different","3","6","150232","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","78","1684","different","true","The plus is not above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","67","demo"
"3950","","text","0","7","155267","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","78","","","","","","",""
"1339","","same-different","0","8","159607","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","78","1304","different","true","The star is below the circle.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","78","real"
"2594","","same-different","1","9","165340","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","78","1410","different","true","The plus is not above the square.","<img src=""img/plus.png""></img><br><br><br><img src=""img/square.png""></img>","78","real"
"1161","","same-different","2","10","169283","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","67","991","same","true","The plus is above the circle.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","78","real"
"2489","","same-different","3","11","175161","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","67","1645","same","true","The circle is below the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","67","real"
"2345","","same-different","4","12","180611","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","78","1342","different","true","The star is below the circle.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","67","real"
"1332","","same-different","5","13","187714","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","67","4003","same","true","The plus is not above the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","78","real"
"2346","","same-different","6","14","196130","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","67","4309","same","true","The star is not below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","67","real"
"3305","","same-different","7","15","203808","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","78","2664","different","true","The circle is not below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","78","real"
"2163","","same-different","8","16","208637","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","67","954","same","true","The plus is not above the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","78","real"
"1644","","same-different","9","17","212865","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","78","836","different","true","The square is above the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","67","real"
"1483","","same-different","10","18","226215","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","78","10163","different","true","The plus is not above the square.","<img src=""img/plus.png""></img><br><br><br><img src=""img/square.png""></img>","78","real"
"1969","","same-different","11","19","233904","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","67","4044","same","true","The circle is below the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","78","real"
"2254","","same-different","12","20","238969","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","78","1075","different","true","The circle is not below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","67","real"
"1375","","same-different","13","21","243652","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","67","1558","same","true","The star is not below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","78","real"
"891","","same-different","14","22","252303","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","67","5962","same","true","The plus is above the circle.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","67","real"
"1294","","same-different","15","23","256729","0-0","9998f845-e913-45a6-9b70-ad4ebb1f9512","","78","1386","different","true","The square is above the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","67","real"
"16838","{""What is your age? (numeric)"":""19"",""What is your gender? (\""Male\""/\""Female\"")"":""Female""}","survey-text","0","0","16853","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","","","","","","","",""
"34282","","instructions","0","1","52140","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","[{""page_index"":0,""viewing_time"":34279}]","","","","","","","",""
"3567","","text","0","2","56749","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","72","","","","","","",""
"8660","","same-different","0","3","74439","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","67","7191","same","true","The square is above the plus.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","67","demo"
"4361","","same-different","1","4","84922","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","78","4307","different","true","The star is below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","72","demo"
"2589","","same-different","2","5","92544","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","67","3193","same","true","The square is not below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","72","demo"
"2352","","same-different","3","6","98025","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","78","1346","different","true","The plus is not above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","70","demo"
"1541","","text","0","7","100643","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","72","","","","","","",""
"30897","","same-different","0","8","135418","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","67","2212","same","true","The circle is not above the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","72","real"
"4259","","same-different","1","9","144207","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","67","2761","same","true","The circle is not above the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","72","real"
"2462","","same-different","2","10","149914","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","78","1535","different","true","The star is not below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","71","real"
"2595","","same-different","3","11","156461","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","78","2192","different","true","The star is above the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/star.png""></img>","72","real"
"2655","","same-different","4","12","165140","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","78","4231","different","true","The star is not below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","74","real"
"7993","","same-different","5","13","176603","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","78","1775","different","true","The star is not above the circle.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","74","real"
"2233","","same-different","6","14","180979","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","67","287","same","true","The star is below the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/star.png""></img>","74","real"
"4007","","same-different","7","15","189077","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","78","2189","different","true","The star is not above the circle.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","72","real"
